"id";"page";"french";"german";"english";"description";"category";"difficulty";"learned"
"156";"65";"Extérieur";"außen";"external";;"Fertigungstechnik";;
"190";"66";"Cintreuse";"Biegemaschine";"Bending machine";;"Fertigungstechnik";;
"301";"66";"Accessoire de cintrage à trois rouleaux";"Dreirollenbiegeaufsatz";"Three-roll bending attachment";;"Fertigungstechnik";;
"1276";"66";"Cintreuse de tuyaux, hydraulique";"Rohrbiegemaschine, hydraulisch";"Hydraulic pipe bender";;"Fertigungstechnik";;
"1229";"66";"Pince à cintrer à cliquet";"Ratschenbiegezange";"Ratchet bending pliers";;"Fertigungstechnik";;
"1275";"66";"Cintreuse de tuyaux, électrique";"Rohrbiegemaschine, elektrisch";"Electric pipe bender";;"Fertigungstechnik";;
"191";"67";"Segment de cintrage";"Biegesegment";"Bending segment";;"Fertigungstechnik";;
"217";"67";"Longueur d'arc";"Bogenlänge";"Bend length";;"Fertigungstechnik";;
"50";"67";"Axe, neutre";"Achse, neutral";"Axis, neutral";;"Fertigungstechnik";;
"218";"67";"Longueur d'arc , étiré";"Bogenlänge, gestreckt";"Bend length, stretched";;"Fertigungstechnik";;
"574";"67";"Compressé";"gestaucht";"compressed";;"Fertigungstechnik";;
"551";"67";"Contre-support";"Gegenhalter";"Counterholder";;"Fertigungstechnik";;
"575";"67";"étiré";"gestreckt";"stretched";;"Fertigungstechnik";;
"148";"68";"encochage";"Ausklinken";"Notching";;"Fertigungstechnik";;
"231";"68";"Perçage";"Bohrung";"Bore";;"Fertigungstechnik";;
"425";"68";"Chanfrein";"Fase";"Chamfer";;"Fertigungstechnik";;
"466";"68";"embout de cintrage pour acier plat";"Flachstahlbiegeaufsatz";"Flat steel bending attachment";;"Fertigungstechnik";;
"1196";"68";"Profil cintré";"Profil, gebogen";"Profile, bent";;"Fertigungstechnik";;
"1814";"68";"Cintrage par rouleau";"Walzenbiegen";"Roll bending";;"Fertigungstechnik";;
"189";"69";"Force de flexion";"Biegekraft";"Bending force";;"Fertigungstechnik";;
"205";"69";"Pince à tôle";"Blechkluppe";"Sheet metal clamp";;"Fertigungstechnik";;
"765";"69";"Chant";"Kanten";"Edges";;"Fertigungstechnik";;
"907";"69";"Longueur, étirée";"Länge, gestreckt";"Length, stretched";;"Fertigungstechnik";;
"712";"69";"Marteau en bois ou en plastique";"Holz- oder Kunststoffhammer";"Wooden or plastic hammer";;"Fertigungstechnik";;
"1225";"69";"Ecrasement";"Quetschung";"Crushing";;"Fertigungstechnik";;
"1263";"69";"Formation de fissures";"Rissbildung";"Cracking";;"Fertigungstechnik";;
"1309";"69";"Retour élastique";"Rückfederung";"Springback";;"Fertigungstechnik";;
"1879";"69";"Longueur de la pièce à usiner";"Werkstücklänge";"Workpiece length";;"Fertigungstechnik";;
"187";"70";"Poutre de pliage";"Biegebalken";"Bending beam";;"Fertigungstechnik";;
"305";"70";"Joue supérieure";"Druckbalken";"Compression beam";;"Fertigungstechnik";;
"193";"70";"Poutre de pliage";"Biegewange";"Bending side";;"Fertigungstechnik";;
"1103";"70";"Joue supérieure";"Oberwange";"Upper beam";;"Fertigungstechnik";;
"1461";"70";"cintrage par pivotement";"Schwenkbiegemaschine";"Swivel bending machine";;"Fertigungstechnik";;
"1750";"70";"Joue inférieure";"Unterwange";"Lower beam";;"Fertigungstechnik";;
"1823";"70";"Joue mobile";"Wange, beweglich";"Side plate, movable";;"Fertigungstechnik";;
"1462";"70";"Cintrage par pivotement";"Schwenkbiegen";"Swivel bending";;"Fertigungstechnik";;
"1673";"70";"Table";"Tisch";"Table";;"Fertigungstechnik";;
"12";"71";"Cintrage par presse";"Abkantpressen";"Press brakes";;"Fertigungstechnik";;
"192";"71";"Poinçon de cintrage";"Biegestempel";"Bending punch";;"Fertigungstechnik";;
"570";"71";"Cintrage par presse";"Gesenkbiegen";"Die bending";;"Fertigungstechnik";;
"571";"71";"Presse à cintrer";"Gesenkbiegepresse";"Die-bending press";;"Fertigungstechnik";;
"1097";"71";"Poutre supérieure";"Oberbalken";"Upper beam";;"Fertigungstechnik";;
"1739";"71";"Poutre inférieure";"Unterbalken";"Lower beam";;"Fertigungstechnik";;
"356";"72";"Profondeur d'insertion";"Einstecktiefe";"Insertion depth";;"Fertigungstechnik";;
"126";"72";"Mandriner";"aufmuffen";"Sleeve";;"Fertigungstechnik";;
"1329";"72";"Machine à arrondir les angles";"Rundungsmaschine";"Bending machine";;"Fertigungstechnik";;
"1048";"72";"Manchon";"Muffe";"Sleeve";;"Fertigungstechnik";;
"1049";"72";"Raccord par manchon";"Muffenverbindung";"Sleeve joint";;"Fertigungstechnik";;
"1324";"72";"Rond";"Runden";"Rounding";;"Fertigungstechnik";;
"1326";"72";"Bigorne ronde";"Rundhorn";"Rounding horn";;"Fertigungstechnik";;
"139";"73";"Outil de formation de collerette";"Aushalser";"Flaring machine";;"Fertigungstechnik";;
"140";"73";"Outil électrique de formation de collerette";"Aushalser, elektrisch";"Flared connector, electrical";;"Fertigungstechnik";;
"141";"73";"Formation de collerette";"Aushalsung";"Flaring";;"Fertigungstechnik";;
"144";"73";"Outil de formation de collerette";"Aushalswerkzeug";"Flaring tool";;"Fertigungstechnik";;
"130";"73";"têtes d'expansion";"Aufweitköpfe";"Expanding heads";;"Fertigungstechnik";;
"146";"73";"Outil électrique de formation de collerette";"Aushalswerkzeug, elektrisch";"Flaring tool, electric";;"Fertigungstechnik";;
"1360";"73";"forêt à écouter avec pointe de perçage";"Schälbohrer mit Anbohrspitze";"Peeling drill with pilot bit";;"Fertigungstechnik";;
"1050";"73";"Pince à manchons";"Muffenzange";"Sleeve pliers";;"Fertigungstechnik";;
"142";"74";"Formation de collerette avec clé à cliquet";"Aushalsung mit der Ratsche";"Flaring with a ratchet";;"Fertigungstechnik";;
"143";"74";"Formation de collerette avec un outil de formation de collerette électrique";"Aushalsung mit elektrischem Aushalswerkzeug";"Flaring with an electric flaring tool";;"Fertigungstechnik";;
"145";"74";"Insertion de l'outil d'encollage";"Aushalswerkzeug einführen";"Insert the flaring tool";;"Fertigungstechnik";;
"358";"75";"Profondeur d'insertion L";"Einstecktiefe L";"Insertion depth L";;"Fertigungstechnik";;
"1949";"75";"Longueur de coupe";"Zuschnittlänge";"Cutting length";;"Fertigungstechnik";;
"1034";"75";"Cote centre-centre";"Mitte-Mitte-Maß";"Center-to-center dimension";;"Fertigungstechnik";;
"1817";"75";"Épaisseur de paroi";"Wanddicke";"Wall thickness";;"Fertigungstechnik";;
"1930";"75";"Cote z";"z-Maß";"z-dimension";;"Fertigungstechnik";;
"487";"76";"Flux";"Flussmittel";"Flux";;"Fertigungstechnik";;
"627";"76";"Fer à souder à marteau";"Hammerlötkolben";"Hammer soldering iron";;"Fertigungstechnik";;
"954";"76";"Pâte à braser";"Lötpaste";"Solder paste";;"Fertigungstechnik";;
"957";"76";"Brasage tendre";"Lötzinn";"Solder";;"Fertigungstechnik";;
"1197";"76";"Brûleur propane-oxygène";"Propan-Sauerstoff-Brenner";"Propane-oxygen torch";;"Fertigungstechnik";;
"1868";"76";"Brasage tendre";"Weichlot";"Soft solder";;"Fertigungstechnik";;
"1869";"76";"Brasage tendre";"Weichlöten";"Soft soldering";;"Fertigungstechnik";;
"374";"77";"Fer à souder électrique";"Elektrolötkolben";"Electric soldering iron";;"Fertigungstechnik";;
"951";"77";"la brasure liquide";"Lot, flüssig";"Solder, liquid";;"Fertigungstechnik";;
"1893";"77";"soudeuse électrique par résistance";"Widerstandslötgerät, elektrisch";"Electric resistance soldering unit";;"Fertigungstechnik";;
"956";"77";"fente de brasage, chauffée ";"Lötspalt (erhitzt)";"Soldering gap (heated)";;"Fertigungstechnik";;
"950";"77";"brasure";"Lot";"Solder";;"Fertigungstechnik";;
"46";"78";"Acétylène marron";"Acetylen kastanienbraun";"Acetylene, maroon";;"Fertigungstechnik";;
"48";"78";"Brûleur acétylène-oxygène";"Acetylen-Sauerstoff-Brenner";"Acetylene-oxygen torch";;"Fertigungstechnik";;
"648";"78";"Brasure forte";"Hartlot";"Brazing";;"Fertigungstechnik";;
"649";"78";"Brasage fort";"Hartlöten";"Brazing";;"Fertigungstechnik";;
"882";"78";"Raccords en cuivre";"Kupferfittings";"Copper fittings";;"Fertigungstechnik";;
"1490";"78";"Dispositif de sécurité";"Sicherungseinrichtung";"Safety device";;"Fertigungstechnik";;
"1248";"78";"Non-tissé de nettoyage";"Reinigungsvlies";"Cleaning pad";;"Fertigungstechnik";;
"1892";"79";"brasage par résistance électrique";"Widerstandslöten, elektrisch";"Resistance brazing, electric";;"Fertigungstechnik";;
"757";"79";"Calibrer";"kalibrieren";"Calibrate";;"Fertigungstechnik";;
"955";"79";"Appliquer la pâte à braser";"Lötpaste auftragen";"Apply solder paste";;"Fertigungstechnik";;
"1267";"79";"Séparer le tube";"Rohr trennen";"Cutting tubing";;"Fertigungstechnik";;
"1323";"79";"brosse ronde et circulaire";"Rund- und Ringbürste";"Round and ring brush";;"Fertigungstechnik";;
"103";"80";"Allumeur";"Anzünder";"Igniter";;"Fertigungstechnik";;
"243";"80";"Insert de brûleur";"Brennereinsatz";"Burner insert";;"Fertigungstechnik";;
"245";"80";"Jeu de brûleurs";"Brennersatz";"Burner replacement";;"Fertigungstechnik";;
"636";"80";"Poignée";"Handgriff";"Handle";;"Fertigungstechnik";;
"1392";"80";"Plaquette de coupe";"Schneideinsatz";"Cutting insert";;"Fertigungstechnik";;
"1457";"80";"Ecran de soudure";"Schweißschirm";"Welding shield";;"Fertigungstechnik";;
"47";"81";"Bouteille de gaz à acétylène";"Acetylen-Gasflasche";"Acetylene gas cylinder";;"Fertigungstechnik";;
"49";"81";"soupape à acétylène";"Acetylenventil";"Acetylene valve";;"Fertigungstechnik";;
"1347";"81";"Bouteille d'oxygène";"Sauerstoff-Gasflasche";"Oxygen cylinder";;"Fertigungstechnik";;
"536";"81";"Tuyau de gaz";"Gasschlauch";"Gas hose";;"Fertigungstechnik";;
"1349";"81";"Soupape à oxygène";"Sauerstoffventil";"Oxygen valve";;"Fertigungstechnik";;
"1447";"81";"chalumeau";"Schweißbrenner";"Welding torch";;"Fertigungstechnik";;
"1448";"81";"Buse de soudage";"Schweißdüse";"Welding nozzle";;"Fertigungstechnik";;
"1720";"81";"Ecrou-raccord";"Überwurfmutter";"Union nut";;"Fertigungstechnik";;
"311";"82";"Réducteur de pression pour acétylène";"Druckminderer für Acetylen";"Pressure regulator for acetylene";;"Fertigungstechnik";;
"312";"82";"Réducteur de pression pour oxygène";"Druckminderer für Sauerstoff";"Oxygen regulator";;"Fertigungstechnik";;
"248";"82";"Excès de gaz de combustion";"Brenngasüberschuss";"Excess fuel gas";;"Fertigungstechnik";;
"1234";"82";"Filetage à droite";"Rechtsgewinde";"Right-hand thread";;"Fertigungstechnik";;
"1348";"82";"Excès d'oxygène";"Sauerstoffüberschuss";"Oxygen excess";;"Fertigungstechnik";;
"1451";"82";"Flamme de soudure";"Schweißflamme";"Welding flame";;"Fertigungstechnik";;
"934";"82";"Filetage à gauche";"Linksgewinde";"Left-hand thread";;"Fertigungstechnik";;
"186";"83";"Mouvement circulaire";"Bewegung, kreisförmig";"Circular motion";;"Fertigungstechnik";;
"201";"83";"Tôle, épaisse";"Blech, dick";"Thick sheet metal";;"Fertigungstechnik";;
"202";"83";"Tôle, fine";"Blech, dünn";"Sheet metal, thin";;"Fertigungstechnik";;
"1061";"83";"soudage à gauche SG";"Nachlinksschweißen";"Back-to-left welding";;"Fertigungstechnik";;
"1062";"83";"soudage à droite SD";"Nachrechtsschweißen";"Right-hand welding";;"Fertigungstechnik";;
"1458";"83";"baguette à souder";"Schweißstab";"Welding rod";;"Fertigungstechnik";;
"1143";"83";"Mouvement pendulaire";"Pendelbewegung";"Pendulum motion";;"Fertigungstechnik";;
"1455";"83";"Soudure";"Schweißnaht";"Weld";;"Fertigungstechnik";;
"1456";"83";"Oeillet à souder";"Schweißöse";"Welding eye";;"Fertigungstechnik";;
"242";"83";"Brûleur";"Brenner";"Torch";;"Fertigungstechnik";;
"9";"84";"extrémité écoutée du tube";"abgeschälte Rohrende";"Peeled pipe end";;"Fertigungstechnik";;
"128";"84";"Enfilage sur manchon chauffant";"Aufschieben auf Heizmuffe";"Sliding onto heating sleeve";;"Fertigungstechnik";;
"499";"84";"Assemblage des éléments de tuyauterie";"Fügen der Rohrteile";"Joining the pipe sections";;"Fertigungstechnik";;
"670";"84";"soudage des manchons par éléments chauffants";"Heizelement-Muffenschweißen";"Heating element socket welding";;"Fertigungstechnik";;
"671";"84";"soudage bout à bout par élément chauffant";"Heizelement-Stumpfschweißen";"Heating element butt welding";;"Fertigungstechnik";;
"677";"84";"manchon chauffant";"Heizmuffe";"Heating sleeve";;"Fertigungstechnik";;
"682";"84";"tubulure de chauffage";"Heizstutzen";"Heating nozzle";;"Fertigungstechnik";;
"668";"84";"Mandrin chauffant";"Heizdorn";"Heating mandrel";;"Fertigungstechnik";;
"669";"84";"Elément chauffant";"Heizelement";"Heating element";;"Fertigungstechnik";;
"1453";"84";"Machine à souder";"Schweißmaschine";"Welding machine";;"Fertigungstechnik";;
"1542";"84";"soudage bout à bout par élément chauffant";"Spiegelschweißen";"Mirror welding";;"Fertigungstechnik";;
"1800";"84";"à la main";"von Hand";"by hand";;"Fertigungstechnik";;
"453";"85";"Fixer";"fixieren";"fix";;"Fertigungstechnik";;
"355";"85";"insérer";"einstecken";"insert";;"Fertigungstechnik";;
"357";"85";"Tracer la profondeur d'insertion";"Einstecktiefe einzeichnen";"Mark insertion depth";;"Fertigungstechnik";;
"1278";"85";"Nettoyage de l'extrémité du tuyau et du manchon";"Rohrende und Muffe reinigen";"Clean the pipe end and socket";;"Fertigungstechnik";;
"691";"85";"Soudage par filament chauffant";"Heizwendelschweißen";"Heated spiral welding";;"Fertigungstechnik";;
"998";"85";"pivot de matériau visible";"Materialzapfen sichtbar";"Material plug visible";;"Fertigungstechnik";;
"1452";"85";"Brancher le poste à souder";"Schweißgerät anschließen";"Connect the welding machine";;"Fertigungstechnik";;
"2";"86";"Etanchéité avec de la colle";"Abdichten mit Klebstoff";"Sealing with Adhesive";;"Fertigungstechnik";;
"55";"86";"Adhérence";"Adhäsion";"Adhesion";;"Fertigungstechnik";;
"621";"86";"Adhérence, bonne";"Haftkraft, gut";"Adhesive strength, good";;"Fertigungstechnik";;
"622";"86";"Adhérence, mauvaise";"Haftkraft, schlecht";"Adhesive strength, poor";;"Fertigungstechnik";;
"796";"86";"colle, haute viscosité";"Klebstoff, hochviskos";"High-viscosity adhesive";;"Fertigungstechnik";;
"797";"86";"Colle, faible viscosité";"Klebstoff, niedrigviskos";"Adhesive, low viscosity";;"Fertigungstechnik";;
"823";"86";"Surface de contact, grande";"Kontaktfläche, groß";"Contact area, large";;"Fertigungstechnik";;
"824";"86";"Surface de contact, petite";"Kontaktfläche, klein";"Contact area, small";;"Fertigungstechnik";;
"809";"86";"Cohésion";"Kohäsion";"Cohesion";;"Fertigungstechnik";;
"794";"86";"Colle";"Klebstoff";"Adhesive";;"Fertigungstechnik";;
"91";"87";"Presser";"Anpressen";"Pressing";;"Fertigungstechnik";;
"457";"87";"Nettoyer les surfaces";"Flächen reinigen";"Clean surfaces";;"Fertigungstechnik";;
"795";"87";"Appliquer la colle";"Klebstoff auftragen";"Apply adhesive";;"Fertigungstechnik";;
"799";"87";"Retirer l'excédent de colle";"Klebstoffwulst entfernen";"Remove excess adhesive";;"Fertigungstechnik";;
"939";"87";"Découpe de trous";"Loch schneiden";"Cut a hole";;"Fertigungstechnik";;
"1345";"87";"pièce de piquage";"Sattelstück";"Saddle piece";;"Fertigungstechnik";;
"791";"87";"Marquer la surface de collage";"Klebefläche markieren";"Mark the bonding surface";;"Fertigungstechnik";;
"63";"88";"Sertisseuse sur batterie";"Akku-Pressmaschine";"Cordless crimping tool";;"Fertigungstechnik";;
"1189";"88";"raccord de douille à sertir";"Presshülsenverbindung";"Press sleeve connection";;"Fertigungstechnik";;
"1751";"88";"non serti";"unverpresst";"Unpressed";;"Fertigungstechnik";;
"1784";"88";"Sertissage de tuyaux en cuivre";"Verpressen von Kupferrohr";"Pressing copper tubing";;"Fertigungstechnik";;
"1188";"88";"Raccords à sertir";"Pressfittings";"Press fittings";;"Fertigungstechnik";;
"1190";"88";"contour de sertissage";"Presskontur";"Pressing profile";;"Fertigungstechnik";;
"1192";"88";"Pince à sertir";"Presszange";"Pressing pliers";;"Fertigungstechnik";;
"1344";"88";"Tube sanitaire";"Sanitärrohr";"Plumbing pipe";;"Fertigungstechnik";;
"1510";"88";"Tube solaire";"Solarrohr";"Solar pipe";;"Fertigungstechnik";;
"535";"88";"Tube de gaz";"Gasrohr";"Gas pipe";;"Fertigungstechnik";;
"58";"89";"Outil d'élargissement sur batterie";"Akku-Aufweitwerkzeug";"Cordless flaring tool";;"Fertigungstechnik";;
"65";"89";"Outil coulissant sur batterie";"Akku-Schiebewerkzeug";"Cordless sliding tool";;"Fertigungstechnik";;
"102";"89";"Domaine d'application";"Anwendungsbereich";"Application";;"Fertigungstechnik";;
"131";"89";"Outil d'élargissement";"Aufweitwerkzeug";"Expansion tool";;"Fertigungstechnik";;
"723";"89";"faire glisser le manchon sur le tube";"Hülse über das Rohr schieben";"Slide the sleeve over the pipe";;"Fertigungstechnik";;
"1373";"89";"Manchon coulissant";"Schiebehülse";"Sliding sleeve";;"Fertigungstechnik";;
"1376";"89";"Outil coulissant";"Schiebewerkzeug";"Sliding tool";;"Fertigungstechnik";;
"158";"90";"Filetage extérieur, conique";"Außengewinde, kegelig";"External thread, tapered";;"Fertigungstechnik";;
"846";"90";"bague à griffes";"Krallring";"Clamping ring";;"Fertigungstechnik";;
"948";"90";"dissociable";"lösbar";"detachable";;"Fertigungstechnik";;
"1594";"90";"raccord enfichable";"Steckfitting";"Push-fit fitting";;"Fertigungstechnik";;
"1738";"90";"indissociable";"unlösbar";"non-detachable";;"Fertigungstechnik";;
"736";"90";"Filetage intérieur, cylindrique";"Innengewinde, zylindrisch";"Internal thread, cylindrical";;"Fertigungstechnik";;
"1125";"90";"Joint torique";"O-Ring";"O-ring";;"Fertigungstechnik";;
"1497";"90";"Anneau à signaux, contrôle d'insertion";"Signalring, Einsteckkontrolle";"Signal ring, insertion control";;"Fertigungstechnik";;
"1598";"90";"Raccord enfichable";"Steckverbindung";"Push-to-connect";;"Fertigungstechnik";;
"1886";"90";"Filetage Whitworth pour tubes";"Whitworth-Rohrgewinde";"Whitworth pipe thread";;"Fertigungstechnik";;
"272";"90";"Joint d'étanchéité";"Dichtring";"Sealing ring";;"Fertigungstechnik";;
"820";"91";"à étanchéité conique";"konisch dichtend";"Tapered seal";;"Fertigungstechnik";;
"1710";"91";"raccord union";"Übergangsverschraubung";"Adapter fitting";;"Fertigungstechnik";;
"1785";"91";"Raccord à vis pour tube fileté";"Verschraubung für Gewinderohr";"Fitting for threaded pipe";;"Fertigungstechnik";;
"803";"91";"Bague de serrage";"Klemmring";"Clamping ring";;"Fertigungstechnik";;
"804";"91";"Raccord à bague de serrage";"Klemmringverschraubung";"Clamp ring fitting";;"Fertigungstechnik";;
"1398";"91";"Bague coupante";"Schneidring";"Cutting ring";;"Fertigungstechnik";;
"1400";"91";"Raccord à bague coupante";"Schneidringverschraubung";"Cutting ring fitting";;"Fertigungstechnik";;
"98";"91";"raccord vissé";"Anschlussverschraubung";"Connection fitting";;"Fertigungstechnik";;
"581";"92";"Bride filetée";"Gewindeflansch";"Threaded flange";;"Fertigungstechnik";;
"1283";"92";"raccord de tube";"Rohrkupplung";"Pipe coupling";;"Fertigungstechnik";;
"952";"92";"Bride de brasure";"Lötflansch";"Solder flange";;"Fertigungstechnik";;
